2018,1,1,107.3,113.6,146.5,140.1,129.3,128.7,129.6,106.9,112.3,102.2,107.3,107.1,135,127.7,146.5,102.2,112.3,140.1,128.1,106.9,128.7,129.6
2018,1,2,113.5,118,143,143.8,134,89.7,69.1,46,50.4,86.7,113.5,113.3,133.3,130.2,143,86.7,50.4,143.8,132.1,46,89.7,69.1
2018,1,3,103.9,78.5,124.4,97.5,123.4,89.7,135.1,138.4,112.6,49.6,103.9,103.9,95,98.3,124.4,49.6,112.6,97.5,133.8,138.4,89.7,135.1
2018,1,4,115.3,120.9,110.4,140.6,47.1,126.9,138.7,125.1,104.5,60.2,115.3,114.9,142.3,144.4,110.4,60.2,104.5,140.6,126.5,125.1,126.9,138.7
2018,1,5,112.9,118.6,149.2,141.7,132.7,128.8,138.4,136.5,110.9,61.5,112.9,112.4,148.9,143.6,149.2,61.5,110.9,141.7,134,136.5,128.8,138.4
2018,1,6,97.6,119.2,144.4,144.6,135.1,128,137.6,76.4,110.8,80.8,97.6,97.6,141.7,141,144.4,80.8,110.8,144.6,129.2,76.4,128,137.6
2018,1,7,91.1,112.1,149.2,146.1,135.1,111.9,68,74.2,49.1,101.8,91.1,90.3,142,140.7,149.2,101.8,49.1,146.1,86.9,74.2,111.9,68
2018,1,8,23.5,34.4,143.8,115.9,109.4,30.2,52.4,136.8,112.1,33.2,23.5,23.8,40.2,48.6,143.8,33.2,112.1,115.9,131.2,136.8,30.2,52.4
2018,1,9,71.4,62.2,89.5,113.7,127.9,78.4,130.5,138.2,105.9,63.8,71.4,72.7,56.7,63.1,89.5,63.8,105.9,113.7,131.8,138.2,78.4,130.5
2018,1,10,83.2,70.9,88.4,134.8,122.4,79.7,119.2,137.1,107.8,95.5,83.2,84.3,76.9,64.1,88.4,95.5,107.8,134.8,109.4,137.1,79.7,119.2
2018,1,11,52.8,97.2,153.5,66.4,55.1,66.1,78.3,112.9,59.2,84.7,52.8,51.9,143.7,132.6,153.5,84.7,59.2,66.4,124.5,112.9,66.1,78.3
2018,1,12,35.1,30,156.8,84.3,47.9,49.4,141.3,145.1,72.2,109.9,35.1,35.8,83,84.2,156.8,109.9,72.2,84.3,137.3,145.1,49.4,141.3
2018,1,13,98.3,124.3,158.6,109.9,71.4,134.4,144.8,144.3,110.5,111,98.3,97.8,150.7,140.2,158.6,111,110.5,109.9,136.7,144.3,134.4,144.8
2018,1,14,83.1,115.3,158.2,147.9,142,125,145.1,143,104.4,101.1,83.1,80.5,155.7,149.7,158.2,101.1,104.4,147.9,139.3,143,125,145.1
2018,1,15,59.6,108.7,146.2,148.2,78.5,134.3,144.4,69,57.6,102.4,59.6,58.3,154.3,148.8,146.2,102.4,57.6,148.2,127,69,134.3,144.4
2018,1,16,105.9,43.4,139.8,146.8,138.4,50,40.9,39.6,106.3,95.8,105.9,105,109.4,134.7,139.8,95.8,106.3,146.8,141,39.6,50,40.9
2018,1,17,91.6,117.5,159.2,39.1,46.4,140.7,151,151.5,125.5,97.4,91.6,91.4,164.1,157.1,159.2,97.4,125.5,39.1,143.3,151.5,140.7,151
2018,1,18,125.1,128.1,164.2,152.4,143,141,146.9,65.3,123.9,104,125.1,124.7,163.9,155.7,164.2,104,123.9,152.4,144.4,65.3,141,146.9
2018,1,19,122.1,131.7,163.8,153.9,145.2,138.2,79.6,64.2,124.4,103.2,122.1,121.3,158.9,157.7,163.8,103.2,124.4,153.9,146.8,64.2,138.2,79.6
2018,1,20,51.6,79.5,149.3,152.9,146.9,60.6,79.1,126.7,122.4,118,51.6,51.3,100.1,148.5,149.3,118,122.4,152.9,146.2,126.7,60.6,79.1
2018,1,21,48.4,67.6,165,148.3,141.4,76.4,110.4,110.3,118,110.8,48.4,48.5,156.3,150.9,165,110.8,118,148.3,145.7,110.3,76.4,110.4
2018,1,22,93.5,67.5,152.9,95.6,140.2,94.2,149.7,153.3,76.8,91.1,93.5,94.9,105.1,114.3,152.9,91.1,76.8,95.6,150.1,153.3,94.2,149.7
2018,1,23,80.4,118.9,172.6,110.4,102.2,143.8,156.3,154.1,130.5,122.4,80.4,80.1,167.3,159.8,172.6,122.4,130.5,110.4,148.4,154.1,143.8,156.3
